Lake Name,Site type,ID #,Date,Time,PW,W,TotalDepth(m),SecchiDepth,Depth(m),Epi/Hypo,WaterTemp(CelS),DO(% sat),DO(mg/l),pH,Con (mS/cm),MC ID,AC ID,Nutrient ID,Layer,AT (°C),Bar P (mbar),Alt (m),Max WS (m/h),Avg WS (m/h),Wind Direction,Chloro 1 Fluorosense,Chloro  2 Fluorosense,Phyco 1  Fluorosense,Phyco 2 Fluorosense,MC (ppb),NH3,Cl,SO4,NO2,NO3,SiO2,SRP,TP,TKN,TN,COND,SS,F,Notes,Quanta #,Weather Meter #,Fluorometer #,Aquafluor #,Van Dorn #,,
Tippecanoe,Open,17200TIP2,7/19/2017,10:00,S,S,37.4,6.6,9.0,,13.48,2.7,0.72,8.740,0.507,,,,,27.5,1020.0,92.6592,3.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,17207TIP2,7/26/2017,10:10,S,O,37.6,5.8,9.0,,13.41,1.0,0.14,8.850,0.515,,,,,28.8,1021.0,87.1728,0.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,17214TIP2,8/2/2017,10:12,S,S,37.0,5.9,9.0,,13.27,0.9,0.10,7.340,0.489,,,,,25.7,1017.9,111.5568,1.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,17221TIP2,8/9/2017,10:00,S,S,37.2,7.6,9.0,,13.68,0.8,0.08,7.450,0.482,,,,,24.8,1023.9,61.8744,3.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,18157TIP2,6/6/2018,10:00,O,S,37.7,13.4,9.0,,8.41,66.6,7.71,8.140,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,18164TIP2,6/13/2018,10:20,R,O,37.6,6.3,9.0,,8.99,58.1,6.72,8.020,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,18171TIP2,6/20/2018,10:00,R,O,37.3,4.0,9.0,,8.84,32.9,3.79,7.790,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,18178TIP2,6/27/2018,11:30,R,R,37.5,7.4,9.0,,9.16,45.1,5.28,8.190,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,18192TIP2,7/11/2018,10:14,S,S,37.5,5.3,9.0,,9.51,31.6,3.52,7.930,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,18199TIP2,7/18/2018,10:30,S,S,37.2,7.3,9.0,,10.50,18.5,2.11,8.050,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,18206TIP2,7/25/2018,10:15,R,S,37.6,7.8,9.0,,9.60,12.5,1.43,8.430,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1V,,
Tippecanoe,Open,18213TIP2,8/1/2018,10:30,R,O,36.9,7.4,9.0,,10.19,19.1,2.59,7.520,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,18220TIP2,8/8/2018,10:20,R,O,37.0,7.8,9.0,,10.75,4.3,0.61,7.540,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,19011TIP2,1/11/2019,12:00,O,O,37.9,8.9,9.0,,2.63,101.4,13.88,8.420,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,19156TIP2,6/5/2019,10:30,O,S,38.0,9.4,9.0,,12.00,46.1,4.93,7.880,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,19163TIP2,6/12/2019,9:57,S,S,37.7,10.5,9.0,,11.00,29.4,3.18,7.690,0.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,19170TIP2,6/19/2019,9:45,O,S,37.0,10.5,9.0,,12.40,23.6,2.53,7.760,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,19177TIP2,6/26/2019,9:44,S,S,37.7,6.0,9.0,,11.20,16.7,1.82,7.680,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,19191TIP2,7/10/2019,9:31,S,S,37.4,4.6,9.0,,11.4,5.4,0.59,7.640,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3V,,
Tippecanoe,Open,19198TIP2,7/17/2019,10:00,O,O,37.0,3.8,9.0,,11.3,2.6,0.15,7.730,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,19205TIP2,7/24/2019,9:51,S,S,37.1,4.8,9.0,,12.4,-0.4,-0.04,7.760,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,19212TIP2,7/31/2019,9:22,S,S,36.3,7.8,9.0,,13.00,0.1,0.01,7.400,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,19219TIP2,8/7/2019,10:20,R,S,36.0,6.7,9.0,,13.0,-0.3,-0.03,7.460,0.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20155TIP2,6/3/2020,9:53,S,O,37.6,8.4,9.0,,11.2,63.6,6.93,8.210,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20162TIP2,6/10/2020,9:40,O,O,37.2,7.7,9.0,,10.9,52.9,5.8,8.030,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20169TIP2,6/17/2020,9:32,S,S,37.1,8.7,9.0,,10.8,43.3,4.75,8.000,0.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20176TIP2,6/24/2020,9:33,S,S,37.4,9.7,9.0,,11.5,24.3,2.75,7.910,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20183TIP2,7/1/2020,9:40,S,S,37.1,4.5,9.0,,11.9,29.9,3.13,7.900,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20190TIP2,7/8/2020,9:36,S,S,37.5,5.2,9.0,,11.7,22.2,2.36,7.810,0.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20197TIP2,7/15/2020,9:39,S,S,37.0,5.6,9.0,,11.7,11.20,1.21,7.870,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20204TIP2,7/22/2020,9:42,R,O,37.1,6.5,9.0,,12.3,9.0,0.93,7.910,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20211TIP2,7/29/2020,9:36,S,S,37.0,8.4,9.0,,11.5,3.3,0.40,7.950,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20218TIP2,8/5/2020,9:43,R,S,37.3,8.5,9.0,,11.4,2.0,0.24,8.000,0.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,20225TIP2,8/12/2020,10:10,S,S,37.2,7.3,9.0,,12.3,1.3,0.14,7.640,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,21153TIP2,6/2/2021,9:35,S,S,37.2,15,9.0,,11.5,50.6,5.58,7.87,0.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,open,21160TIP2,6/9/2021,9:41,R,S,37.4,13.4,9.0,,11.2,38.9,4.32,7.5,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,open,21167TIP2,6/16/2021,11:00,S,S,37.2,11.5,9.0,,11.1,34.3,3.8,7.710,0.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,open,21174TIP2,6/23/2021,11:12,O,O,36.6,8.0,9.0,,11.2,21.9,2.4,7.540,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,21181TIP2,6/30/2021,11:39,R,R,37.8,8.0,9.0,,11.2,14.5,1.57,7.51,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,open,21188TIP2,7/7/2021,11:49,S,S,38.0,8.4,9.0,,12.0,8.8,0.94,7.49,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,open,21195TIP2,7/14/2021,11:11,R,S,37.8,6.4,9.0,,11.8,9.0,0.97,0.473,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,21202TIP2,7/21/2021,11:00,S,O,37.8,8.0,9.0,,11.6,4.0,0.43,0.465,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,21209TIP2,7/28/2021,11:25,S,S,38.4,8.5,9.0,,13.1,2.2,0.22,0.465,7.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,21216TIP2,8/4/2021,11:03,S,S,37.5,9.9,9.0,,12.1,1.1,0.12,0.469,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tippecanoe,Open,21223TIP2,8/11/2021,11:31,R,S,37.5,9.3,9.0,,12.2,2.7,0.28,0.467,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,11140WAW2,5/20/2011,10:00,O,O,22.9,22.6,9.0,,14.80,86.20,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,11167WAW2,6/16/2011,11:25,"R, O","R, O",18,8.8,9.0,,16.90,53.70,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,11195WAW2,7/14/2011,13:50,C/S,C/S,27.0,3.9,9.0,,17.80,7.40,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,11229WAW2,8/17/2011,15:33,C/S,C/S,23.0,7.8,9.0,,20.10,1.00,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,11255WAW2,9/12/2011,11:45,O,C/S,21.0,10.4,9.0,,19.70,62.80,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,12144WAW2,5/23/2012,8:33,S,C/S,12.0,18.9,9.0,,13.50,73.80,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,12157WAW2,6/5/2012,9:00,C/S,C/S,14.0,14.1,9.0,,17.00,73.80,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drifting very quickly.,,,,,,,
Wawasee,Open,12172WAW2,6/20/2012,9:30,C/S,C/S,19.0,7.6,9.0,,18.10,56.70,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moved boat at 5m, and cord was at angle almost entire time. ",,,,,,,
Wawasee,Open,12188WAW2,7/6/2012,8:20,C/S,C/S,18.0,9.7,9.0,,17.60,11.90,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,12200WAW2,7/18/2012,9:45,C/S,C/S,17.0,8.4,9.0,,17.60,1.10,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,12212WAW2,7/30/2012,13:45,C/S,C/S,14.0,9.4,9.0,,18.00,1.70,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,12220WAW2,8/7/2012,9:40,R,C/S,15.0,11.2,9.0,,18.60,1.60,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,12244WAW2,8/31/2012,8:00,C/S,C/S,14.0,9.5,9.0,,21.90,39.90,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,13135WAW2,5/15/2013,11:20,C/S,C/S,21.0,11.8,9.0,,13.04,86.60,8.77,9.240,0.375,,,,,23.9,977.7,300,20.3,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,13150WAW2,5/30/2013,12:00,O,C/S,23.0,14.5,9.0,,15.40,73.80,7.36,7.950,0.373,,,,,27.2,985.4,261.0,20.6,7.3,,,,,,,,,,,,,,,,,,,,"Circulator clogged frequently, so meter was moved up and down to ensure flow.",,,,,,,
Wawasee,Open,13163WAW2,6/12/2013,9:35,C/S,O,23.4,16.0,9.0,,15.69,58.90,5.62,7.870,0.377,,,,,24.2,981.4,261.0,5.5,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,13177WAW2,6/26/2013,12:37,ST,O,23.8,4.3,9.0,,16.34,35.10,3.32,7.870,0.382,,,,,23.5,978.6,261.0,18.6,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,13192WAW2,7/11/2013,10:45,ST,C/S,20.3,5.0,9.0,,16.63,13.90,1.37,7.600,0.387,,,,,22.7,986.9,261.0,9.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,13207WAW2,7/26/2013,12:15,C/S,O,20.2,8.5,9.0,,16.57,0.40,0.05,7.700,0.391,,,,,23.8,985.7,261.0,12.9,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,13220WAW2,8/8/2013,11:25,O,C/S,18.7,10.1,9.0,,16.99,0.60,0.05,7.490,0.396,,,,,22.8,984.0,261.0,10.7,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,13228WAW2,8/16/2013,9:10,C/S,C/S,24.5,12.5,9.0,,17.68,0.60,0.06,7.530,0.391,,,,,23.7,989.8,261.0,2.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,13248WAW2,9/5/2013,14:15,C/S,C/S,15.9,9.7,9.0,,19.16,0.70,0.07,7.520,0.385,,,,,25.1,991.7,261.0,3.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,14177WAW2,6/26/2014,10:00,C/S,C/S,,6.1,9.0,,14.71,26.40,2.60,7.610,0.372,,,,,24.2,984.2,,2.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,14205WAW2,7/24/2014,9:45,O,C/S,18.0,12.8,9.0,,15.81,0.70,0.08,7.650,,,,,,19.9,985.8,,8.3,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,14237WAW2,8/25/2014,11:35,O,C/S,23.0,9.0,9.0,,19.33,1.30,0.12,7.940,0.312,,,,,37.7,985.8,,1.2,0.0,,,,,,,,,,,,,,,,,,,,Boat leaking oil (Only in Wawasee) could skew results,,,,,,,
Wawasee,Open,15148WAW2,5/28/2015,9:25,ST,C/S,22.0,12.8,9.0,,12.57,63.50,6.70,7.780,0.410,,,,,20.1,993.9,206.0,8.3,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,15153WAW2,6/2/2015,10:30,O,S,23.0,13.0,9.0,,18.50,89.40,7.82,,,,,,,17.4,992.5,219.0,4.0,2.0,NE,,,,,,,,,,,,,,,,,,,used an old DO reader instead of quanta meter,,,,,,,
Wawasee,Open,15160WAW2,6/9/2015,10:17,O,S,25.3,10.2,9.0,,14.07,42.60,4.41,5.950,0.420,,,,,18.8,981.4,315.0,6.5,5.4,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,15167WAW2,6/16/2015,10:11,R,O,23.5,9.0,9.0,,14.92,32.50,3.33,5.980,0.416,,,,,19.9,989.6,247.0,8.9,7.6,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,15174WAW2,6/23/2015,10:54,R,S,23.8,6.4,9.0,,14.95,25.30,2.55,7.760,0.415,,,,,20.5,986.1,273.0,11.7,8.4,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,15181WAW2,6/30/2015,11:05,O,R,23.6,8.1,9.0,,15.62,15.40,1.53,7.810,0.412,,,,,17.8,979.6,328.0,3.3,2.4,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,15191WAW2,7/10/2015,10:14,S,S,22.2,10.2,9.0,,17.13,7.10,0.57,7.890,0.412,,,,,19.9,990.3,236.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,15202WAW2,7/21/2015,11:20,S,S,22.1,7.7,9.0,,18.39,7.70,0.66,7.670,0.406,,,,,25.3,982.3,305.0,6.6,6.5,N/NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,15209WAW2,7/28/2015,10:48,C/S,C/S,24.0,8.3,9.0,,18.62,0.90,0.09,7.750,0.410,,,,,30.1,987.3,256.0,7.1,5.5,SE,,,,,,,,,,,,,,,,,,,circulator not on,,,,,,,
Wawasee,Open,15216WAW2,8/4/2015,10:28,S,S,21.9,9.5,9.0,,18.33,0.90,0.09,7.830,0.409,,,,,23.4,985.6,277.0,4.5,3.2,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,15230WAW2,8/18/2015,10:30,S,O,21.8,7.2,9.0,,18.79,2.20,0.18,7.980,0.409,,,,,24.4,983.7,294.0,8.5,6.9,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,15244WAW2,9/1/2015,10:09,O,S,23.0,11.3,9.0,,21.00,32.60,2.58,,,,,,,24.7,990.2,239.0,1.5,1.2,S,,,,,,,,,,,,,,,,,,,"Quanta is being serviced, used; Y.S.I. DO reader",,,,,,,
Wawasee,Open,16145WAW2,5/24/2016,10:55,S,S,21.0,14.0,9.0,,13.44,82.6,8.37,8.250,0.413,,,,,22.2,985.3,234,11.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16159WAW2,6/7/2016,11:15,S,O,21.4,6.2,9.0,,13.76,51.4,5.00,7.770,0.416,,,,,17.9,977.2,304.0,18.3,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16166WAW2,6/14/2016,11:00,S,O,22.4,4.2,9.0,,13.90,45.5,4.38,7.960,0.406,,,,,18.2,982.3,260.0,9.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16173WAW2,6/21/2016,10:20,ST,S,23.4,4.6,9.0,,14.62,38.0,3.95,7.670,0.382,,,,,23.1,983.4,259.0,3.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16180WAW2,6/28/2016,10:30,S,O,20.5,4.2,9.0,,14.34,23.4,2.29,7.980,0.408,,,,,18.5,987.1,217.0,13.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16194WAW2,7/12/2016,10:40,S,S,21.0,8.8,9.0,,15.58,8.7,0.79,7.760,0.400,,,,,27.7,982.1,263.0,7.7,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16201WAW2,7/19/2016,10:45,O,S,21.6,9.8,9.0,,15.89,1.5,0.13,7.740,0.404,,,,,30.4,993.2,168.0,2.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16208WAW2,7/26/2016,10:40,S,S,22.8,7.8,9.0,,16.49,0.5,0.05,7.520,0.391,,,,,24.5,986.3,226.0,4.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16215WAW2,8/2/2016,13:20,S,S,21.6,8.2,9.0,,16.89,0.6,0.03,7.530,0.389,,,,,38.8,989.9,288.0,2.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16222WAW2,8/9/2016,10:00,S,S,22.8,10.6,9.0,,16.55,1.1,0.09,7.790,0.392,,,,,24.6,985.2,324.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16229WAW2,8/16/2016,11:45,R,O,22.8,8.7,9.0,,18.48,0.6,0.07,7.890,0.389,,,,,24.3,985.2,324,8.3,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16239WAW2,8/26/2016,11:40,O,S,22.8,9.2,9.0,,16.98,1.4,0.13,8.210,0.396,,,,,34.1,990.5,280,1.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16243WAW2,8/30/2016,8:45,S,O,21.1,9.4,9.0,,17.09,1.2,0.11,8.360,0.395,,,,,23.7,989.2,291,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,16250WAW2,9/6/2016,9:49,S,S,23.9,7.9,9.0,,18.08,0.7,0.07,7.540,0.402,,,,,25.7,988.0,212,8.4,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,17157WAW2,6/6/2017,11:17,S,S,23.8,13.0,9.0,,16.54,60.3,5.07,7.930,0.406,,,,,22.8,1015.0,134.1,9.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,17164WAW2,6/13/2017,11:05,S,S,23.4,7.4,9.0,,16.88,52.1,5.03,7.960,0.404,,,,,30.1,1015.6,128.0,3.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,17171WAW2,6/20/2017,10:27,R,S,22.8,10.1,9.0,,16.63,35.6,3.40,8.230,0.410,,,,,23.8,1015.5,130.5,10.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,17178WAW2,6/27/2017,10:42,S,S,21.5,11.0,9.0,,17.16,21.1,1.89,8.260,0.419,,,,,36.5,1020.1,91.4,5.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,17192WAW2,7/11/2017,10:26,R,O,22.2,5.4,9.0,,18.34,7.8,0.53,8.590,0.415,,,,,26.9,1011.9,160.9,4.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,17199WAW2,7/18/2017,10:30,S,S,22.1,9.0,9.0,,18.41,4.4,0.35,8.730,0.413,,,,,28.7,1018.0,109.1,1.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,17206WAW2,7/25/2017,10:20,O,S,22.3,8.5,9.0,,19.28,0.9,0.08,8.860,0.412,,,,,24.2,1023.3,64.9,1.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,17213WAW2,8/1/2017,10:17,S,S,24.6,7.4,9.0,,19.41,1.3,0.11,7.380,0.393,,,,,27.2,1019.8,92.7,3.2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,17220WAW2,8/8/2017,10:15,S,S,25.2,8.0,9.0,,19.67,1.7,0.11,7.510,0.388,,,,,22.1,1021.6,79.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,18156WAW2,6/5/2018,10:40,S,O,24.8,18.8,9.0,,13.24,51.2,5.33,7.820,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,18163WAW2,6/12/2018,10:30,R,O,23.8,9.7,9.0,,13.53,43.7,4.52,7.750,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,18170WAW2,6/19/2018,10:50,R,S,24.3,4.0,9.0,,13.64,26.3,2.66,7.630,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,18177WAW2,6/26/2018,10:30,S,O,22.9,4.9,9.0,,14.66,23.6,2.45,7.820,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,18191WAW2,7/10/2018,10:40,S,S,23.7,5.3,9.0,,14.60,5.5,0.69,7.790,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1V,,
Wawasee,Open,18198WAW2,7/17/2018,10:57,R,S,22.4,5.5,9.0,,14.65,1.4,0.13,7.730,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,18205WAW2,7/24/2018,14:34,R,S,18.7,6.0,9.0,,15.76,1.1,0.09,8.300,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,18212WAW2,7/31/2018,10:45,O,O,23.3,6.5,9.0,,16.01,0.8,0.07,7.400,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,18219WAW2,8/7/2018,10:45,S,S,23.9,5.6,9.0,,15.11,0.9,0.09,7.430,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,19010WAW2,1/10/2019,11:44,Sn,O,22.3,12.5,9.0,,2.10,112.1,15.85,8.590,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,19155WAW2,6/4/2019,10:00,S,O,24.0,11.0,9.0,,15.10,64.7,6.52,7.980,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,19162WAW2,6/11/2019,10:25,O,S,23.6,9.3,9.0,,15.50,48.2,4.77,7.790,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,19169WAW2,6/18/2019,11:45,O,O,23.5,,9.0,,17.70,60.1,5.87,7.940,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,19176WAW2,6/25/2019,10:53,O,S,21.9,6.2,9.0,,17.80,43.8,4.19,7.810,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,19190WAW2,7/9/2019,10:30,S,S,21.4,6.0,9.0,,16.9,10.9,1.09,7.720,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,19197WAW2,7/16/2019,10:30,S,O,23.0,5.8,9.0,,17.1,0.4,0.02,7.720,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,19204WAW2,7/23/2019,10:50,O,S,22.7,6.4,9.0,,17.1,0.1,0.01,7.730,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,19211WAW2,7/30/2019,10:27,R,S,22.0,5.9,9.0,,17.50,0.3,0.03,7.800,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,19218WAW2,8/6/2019,10:10,S,R,23.5,5.2,9.0,,18.3,0.1,0.01,7.430,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,20154WAW2,6/2/2020,10:30,S,S,23.2,13.0,9.0,,13.9,75.8,7.87,8.000,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawasee,Open,20161WAW2,6/9/2020,9:50,S,S,22.6,9.9,9.0,,14.0,68.0,6.93,8.190,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
